reviews,ratings,date
"This resort is located in their latest development area called station zero and it is an area dedicated to 5 stars properties despite its far from the main road you can use their shuttle service. The room featured modern furnishings, not too small and not too big it's perfect for a solo traveler like myself, I like the welcome letter complete with chocolate served in a box and an elephant made from a towel, it was lovely. Unfortunately, my shower was not in perfect condition - called engineering and they fixed it. When my room service order arrived ( i ordered some kind of salmon dish and a bottle of beer ) the guy didn't bring the cutleries and the bottle opener, so the guy need to go back and forth to bring them and I was already starving. The daily housekeeping service was on…",4,September 2022
"Top of the line modern design. Food is excellent! Price is worth it. Very nice pools. Very accommodating staff.  Celebrated my wife’s birthday here and got complimentary room setup and strawberry chocolate cake! Which is soo yummy btw. Shoutout to Belle, Cariza, & Jansey who assisted in setting up everything & surprising my wife with a birthday song 😊. You ladies are the best!",5,October 2022
Very accomodating 😊 masarap ang foods. Very relaxing ang place and view. Malinis ang utensils. Mababait ang waiters. Highly recommended para sa gusto magrelax. Tahimik ang place kaya feel na feel ang pagkain. Thankn you,5,October 2022
Our room is good for 3 persons with a balcony. The shower has hot and cold. The pool is good for children also. They have nice amenities. Nice gym. They also have their own 7/11 store open 24 hours. Nice place to enjoy and breath some fresh air.,5,September 2022
"It's a nice place to hang out with friends, especially in a foam party. It's great to be there again. Savoy Hotel deserve to be in one of the best five star hotel in the Philippines. All of their staff are accommodating and approachable. The places is so luxurious. We hope for best to come for Savoy Hotel. Thanks and God bless.",5,September 2022
"room service was excellent, when we asked for a extra towel, mugs and bottled waters. we didn't wait too long. it was very quick and the rooms are comfortable. it was a very great experience. and would love to come back.",5,September 2022
"Room, location is clean and very nice and the travel agency is very helpful. They assist us on transportation. So far my experience is very nice, the food also is good and the staff are very helpful when I ask a question",5,September 2022
"If you want to party, you can always go to the stations, but here, you will experience peaceful and very beautiful boracay. with exclusive beach and lots of activities to do. Super friendly employees too. I would love to go here again. !",5,September 2022
"Me and my whole team stayed at Savoy for 15 nights for a series of groups with seminars in the island. I consider this hotel as my home in the island. Everybody from the GM, Managers and hotel staff are the best! They made my long stay very very happy! I want to thank everyone for making our events successful and taking good care of everyone from start to finish. I highly recommend this property and look forward to more and more groups with Savoy Hotel. Keep up the great hospitality. 10 stars! ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",5,August 2022
"The place is so nice! Staff and crew are very friendly and accommodating.  Although far from the beach side, they offer a shuttle service to and fro the beach which makes it still accessible.  Food is delicious especially their breakfast buffet.  Highly recommended if you want peaceful stay in Boracay!",5,September 2022
"The images on the internet sell a fake dream. The hotel is not by the sea as it seems, it does have a private pool, but it's a 7-12 minutes walk (they say 5), but it's downhill and uphill, so if you have the elderly with you, you can't walk from the beach to the hotel.  Let me start by saying that I had to move rooms three times. So first of all, arriving in a hotel room covered in dust is unacceptable. I thought I was too picky about cleaning, but my friend had to clean the dust herself.  The second day my key didn't work so I was locked outside,  they called an engineer and left me there ""looking after my things"" while the engineer worked.   Yes, I had to stay there fixing THEIR problem. The next day, the same problem with the door, followed by leakage from the ceiling.  So 3…",2,September 2022
"Very good food, friendly staff, and very accomodating. Beach solely for Savoy and Belmont Guests.  Clean rooms, swimming pool was also clean. Nice room view. Breakfast is buffet- good choices  of food. Thank you. We will be back",5,September 2022
Visiting boracay for 4 days and we heard about this wkend event. I haven’t tried this yet and it’s cool. The pool is crystal clear. Fun experience while in Boracay on a Friday or Saturday! Food was great!,5,September 2022
"The place is relaxing and peaceful.  The beach is clean and have free water activities.  Food is great and have varieties served during breakfast.  The pool is good and the price is reasonable.  Transportation going in/out to Savoy needs improvement.  The shuttle schedule is limited and not aligned with their website versus actual time.  Overall, still looking forward coming back to your place.",3,September 2022
"Jayson and Romeo from concierge  is very helpful and very attentive it comes to our inquiries, specially  made my  wife birthday surprise possible.  Also, thank you to Sianna from front office  for being friendly and accomodating..  Our pleasure meeting GM Elmar he's doing a great job,truly a great leader...very excellent!",5,September 2022
"Fi rst of all the place is amazing,staffs are nice.  We arrived And we will leave the Place with smile on our faces specially the kids who really enjoy the place they even dont wanna go home!  in one word-WORTH IT!!!",4,September 2022
"Upon arrival we realized that we forgot our Membership Coupons in Manila. The Megaworld staff had gone the extra mile to help us check in with the Club Rates.  The hotel staff also exceeded our expectations. The staff were so nice and very accommodating. If the highest rate is 10, we will give them 15!!",5,September 2022
I love it here. Feels like ure not on the island. The staff are very welcoming and very accommodating. We had a great time spending my mom’s & dad anniversary. Definitely will be back there! ❤️‍🔥🏝💖💖,5,September 2022
"Best place for the event.Hospitable people from the utilities up to the upper management.Very politeand fantastic customer Sevice.The Front Desk Manager Sir Rein and the whole team,attended us almost all of our concerns.Ther is no more to ask for.As he gave his wondrous customer service ,professionally and sincerely.We will definitely will comeback to Savoy Boracay.Cheers .🥂",5,September 2022
"Despite our hectic and tiring schedule, I am at peace knowing that I will rest afterwards in Savoy Hotel. Very professional and accommodating staffs. Truly deserving to be part of the hospitality industry. Will surely bring more guests here through MCP Greenery Travel and Tours!  And oh thank you for this treat, such a sweet surprise! 😍  I will see you again next week :)",5,September 2022
"I highly recommend this place ,staff are friendly,foods are delicious and room is spacious and we had a best view. Its our second time visit here and we will definitely stay here again and again. They also provide special treats to birthday celebrant.Thank you Savoy!",5,September 2022
"I stayed in boracay for almost a week and day to escape the chaos of the city I live, and I stayed 3days in Savoy Hotel to celebrate my birthday, and this experience is really unforgettable.  I traveled alone this time, and Savoy Family made my birthday less lonely ❤️ Esp. Kudos to Frondesks staffs Archie and Nath for accommodating me well and surprising me with cake on my birthday ❤️ and also to super lovely/ Friendly's staff of they're Cafe Norway, Rose, Kate, Faith, Alliah, Cyrus, Rachel, Sheena and Angel I really appreciate they're effort to make me feel at home in Savoy. I enjoyed how they sing and light a cake for me during my lunch on my birthday. Kudos also sa mga chefs na nakising along and dance and sorry if I didn't mention everyone, I tried my best to remember…",5,September 2022
"Super worth it and value for money. The resort is well-maintained and the service of the staff were superb! Faith from the breakfast cafe was very attentive to our needs and was cheerful. Also notable was Sianna from the front desk, we felt her warm and very attentive service. She was also accommodating to our request to surprise our company who will be celebrating her birthday. The resort is located at the other side of the island, at the opposite side of Shangri-La. If you want to have a relaxing, peaceful, and comfortable vacation, Savoy is your hotel to go. Thank you, Savoy for memorable experience!",5,September 2022
"Very nice room, great facilities and staff. Lots of great activities included with the hotel e.g. bike tour, sunset tour, paddle boarding and kayaking. Also run a free shuttle into d’mall which is very useful.",5,September 2022
"Our stay in Savoy Hotel Boracay was generally fun filled and memorable. The place is peaceful and calming, just a few hundred meters away (good exercise☺️) from the private beach shore. You can also opt to swim in the 2 big swimming pools. The hotel is recommended for those who wants wellness break and relaxation away from the huge crowd of Boracay.  Buffet breakfast was sumptuous and filling, with a variety of choices that surely boosted our appetite. All desserts were created for perfection to clean for palates. This is complimented by good ambiance, as you are dining beside the pool, having breakfast truly exceptional.  All personnel are courteousI would like to thank the General Manager Mr. Elmar and Assistant Manager Ms. Zari who reached out to us to address  some issues we…",5,September 2022
Really had a blast with the entire Savoy experience. The PEOPLE are really the star here. Topnotch quality service and hospitality. Much love towards the people who consistently greet with a warm smile and always checks on you if you've had a great time. Will go back probably for a longer stay,5,September 2022
"Savoy Hotel Boracay is one of the best hotel in the beautiful island of Boracay. Special mention to Rein, Czarie, Mayflor, Archie, Irish, Sunrise Guide and Team who went beyond the call of duty to make our stay special. Savoy Hotel Boracay is highly recommended place to stay in the island.",5,July 2022
"Currently staying at this hotel with my family for a vacation and we are loving it so far, not crowded like dmall area we will recommend this to our friends and will come back again. Looking forward to our next travel.",5,September 2022
"We had a wonderful experience. Every staff member I encountered from the check- in to the cleaning staff were delightful and eager to help! We will definitely revisit this one of a kind place,Thank you! Will recommend to my colleagues!😊😊",5,September 2022
"Thank you so much to the staffs of Savoy Hotel Boracay! They’re very acommodating, esp kuya Jm the one in the pool bar. Rooms are nice and clean also they have shuttle service and foam party every weds& saturday.  We will definitely book at savoy again.",5,September 2022
"Staffs are hospitable and easy to get along with. Rooms are clean. Common lounge are spacious and cozy. Freeman is very accommodating thumbs up👍👍if you want a beach experience that is not too noisy and too loud, a great place to relax and feel the breeze while having a cup of coffee or even a bottle of beer. Kudos to the staff, especially to Freeman and the Manager Thank you Savoy 🌊❤️",5,August 2022
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend savoy for anyone visiting Boracay. The best stay ever. The environment was pleasant and welcoming. Both check-in and checkout were professionally handled and easy.",5,August 2022
Room attendants Almer and sherwin are very courteous and helpful together with Andy and czarie from the front office.  Freeman recomended the hotel and it was an awesome stay! My family enjoyed our whole stay. Thank you so much! Looking forward to our next stay.,5,August 2022
Evwrything is good except for the shuttle service to and from the port which they should consider since it is needed especially if you are catching a flight or ferry boat to your point of origin. Hope they could improve on this.,3,August 2022
"The resort is great and ideal for families & couples. We will definitely comeback here. We feel safe, with security, cleanliness and protocols in place. Awesome facilities & service , courteous staff from Sherwin ( Room) Jayson & Den Concierge) , Norway ( Cafe)  & Brian ( Coast )!   Keep it Up!!! 💫💫💫",5,August 2022
"Checked in early, was allowed access to my room with an upgrade . Now, this is a great start to my  stay at Savoy New Coast. Can see that the people working at Savoy are well trained in their work duties. The security, front office, and restaurant people were very accommodating. Gave young Jude, a recent graduate in the hospitality industry encouragement to progress.    Enjoyed my stay so much, I extended my stay for another day and night.     Will surely be a guest of The Savoy New Coast when I visit Boracay next. ",5,August 2022
"It’s a short and yet so sweet escape from the hustle and bustle of city life. Savoy Hotel Boracay NewCoast is the perfect place for a woman who’s traveling alone and longing to have a different kind of island experience. The hotel staff made us feel so at home and safe. Everyone’s nice, polite, helpful and professional. Spacious sanitized room, comfortable bed, clean linens. Everything is well provided for, you’ll have everything you need in the bathroom, scented hand soap, body lotion, hair & body wash, fresh towels and bathrobe. The Hotel’s sunrise tour is a special treat, an activity that will make you experience being one with nature. Fresh clean air, blue water, powdery beach sand, ocean breeze, a well lighted walk way, well maintained park, preserved old trees and…",5,August 2022
"With apprehension, i booked Savoy Newcoast Boracay for our 25th Anniversary with my 2 children. As it turned out, this was the perfect choice!  Away from the noise and bustle of white beach, we were on our own, ""private and world class"" enclave. The rooms and amenities given their rate per night were seemingly more than what you pay for.  The hotel, which just re-opened last June, is well maintained. The pool bar is superb. And the beach, while it was a short walk, is simply amazing. And we enjoyed the free use of the paddleboard and kayak! The sunrise tour at the keyhole was simply majestic.  But above all, the SERVICE of SAVOY is truly what makes it an outstanding haven to stay in...Kudos to all the staff. Special mention to: Zari, Andy & Rose (FD), Cha, Chees, Cyrus &  Joshua…",5,August 2022
All the staff of Savoy are very accommodating and kind to us. Lahat naka smile 🥰🥰🥰 The foods are delicious busog much 🤗 The rooms are clean. super lakas ng aircon 🤩 Our tour travel was smooth because they provide shuttle. Thank u Savoy Hotel Boracay  mas madami pa kme guest na dadalin 😇🙏❤️ kudos to all of you 👏👏👏,5,August 2022
"It’s my first time to visit Boracay and if given more time would surely extend my stay with my children to this beautiful Hotel. The employees are all very courteous and helpful. From the pick up ‘til departure. Shuttle services, the spa, the restaurant, pools will surely make your day full. The private beach with choices of activities is a plus, just my thing to get out from the busy towns. I will surely come back to this Hotel hopefully soon ❤️",5,July 2022
My boyfriend and I had our first ever massage here with Tina and Cherry. We chose the Swedish massage and it was so relaxing. Tina and Cherry were so nice and made us feel so comfortable. Very happy! Definitely recommended,5,August 2022
"Thank you @savoyboracay for the sweet gesture in surprising us fornour 8th wedding anniversary😍❤️ It made our day! It's worth celebrating our 8th Wedding Anniversary here in your lovely place, beautiful amenities, free shuttle was really a help in going to the stations in Boracay, hassle free stay, complimentary sunrise and keyhole tours were awesome plus with the free kayak & paddleboard & overall an excellent customer service 🏝⭐️👌 Kudos to your awesome friendly staff! Definitely would love to come back next time",5,August 2022
Enjoyed the whole stay. Very nice and respectful staff. Great room and value for money! Greatly appreciated the greetings they made for us for our anniversary.  Even though it's far from the main stations but they have free van transportation which makes up for it.,5,August 2022
"We are so grateful for the beyond service of Bryan and Jed but most especially Benjie. Benjie really showed how excellent customer service to provide your guests. Apprecite your sincerity Benjie. Hope to visit Savoy again.   In addition, kudos to Andy and all other concierge plus security and of course Nath, salamat Nath for welcoming us at Savoy comfortably who detailedly gave us all the necessary info and activities we could utilize durong our stay.   My eldest enjoyed biking even more while my youngest loved your pool so much  Million Thanks Guys. Keep it Up!!!!",5,August 2022
"The hotel offers a lot of services and their private beach is a go-to if you want to enjoy a peaceful day at the beach away from the populated stations. Their shuttle service is so convenient, all areas are clean and well designed, food is good and they even offer complimentary kayaking and paddle boarding at their private beach. If you’re looking for that famous crystal kayak, they also have it. I really have to give their photographer five stars too. The staff are all so nice and accommodating. I’ve observed that they even go out of their way to really make your stay enjoyable. Your experience with them is of utmost importance you’re going to want to come back",5,July 2022
We had a fun and great time at this place. The staff are so efficient and warm. Pool area is huge and the beach is simply wow! We had free kayak and bike time and the cake in the icing is their sunrise tour. Super fun and we will definitely be back!,5,August 2022
"Booking with Savoy Hotel is the best decision we've made for our 3-day and 2-night holiday vacation at Boracay. The hotel staff were all very courteous, accommodating and attentive to all our needs. Unfortunately, we weren't able to try their other restaurants as it wasn't operating for the time being except for the Savoy Cafe. Regardless, the food and breakfast buffet were all amazing and extremely pleasant to our picky palate. We also had our transport back to the airport arranged by the staff. Definitely saved us a lot of time trying to book with another transport service and much cheaper when done with the hotel. Definitely coming back the next time we visit Boracay again. Thank you for such a wonderful stay!",5,July 2022
"We enjoyed our stay at Savoy as it was a quiet resort with beautiful views! The pools, bar, restaurants onsite were great! Having a 7Eleven on-site was a bonus!  Private beach with drinks and lunch onsite was great! Free shuttle in and out of town was amazing!  The staff was impeccable! We would definitely come back to stay!!!",5,July 2022
"The Savoy Hotel is best if you want to visit Boracay but prefers peace and quiet. It’s nice that it offers a lot of activities like sunrise tour and kayak. The in house pool is also as amazing as the private beach. All the staffs are very helpful and kind specially to Sir Archie who is very patient in assisting us. And to Sir Arnie who extends extra effort for the birthday surprise of my mother. Very much appreciated. Overall, I recommend Savoy Hotel. You should try visiting here.",5,July 2022
The hotel is neat and clean over all is ok with me. Very friendly staffs like Rachelle in cafe. 100% recommended to anyone. The hotel and pool was so amazing. I'm pretty sure u will enjoy staying here at Savoy hotel Boracay. Kung sosyal at rich ka dito ka mag stay heheheh,5,July 2022
"All the hotel staff made our family’s stay very pleasant. We enjoyed every moment of our stay at Savoy Hotel Boracay. Everyone is courteous, polite and very accommodating.   Rooms may not be as spacious as what we expected but the interiors, furnishings and color motiffs are aligned to the hotel’s branding.  Food at the resto is excellent and gave us a surprisingly delectable  dining experience.  Special mention to the front desk, concierge, Jason, the van driver who drove us to the Keyhole and View Deck, and the resto staff for providing us exceptional customer service.   Kudos to Savoy Hotel Boracay for not only an excellent but an exceptional hospitality customer service that is second to none!",5,July 2022
New area to explore in Boracay Newcoast. Excellent for meetings and leisure. They have a huge convention center which is few minutes walk from hotel. Savoy Boracay has a private beach cove which is ideal for quiet sunbathing and swimming. Watch out for the sunrise in front of the beach. Shout out to Renne of housekeeping who made my stay safe and clean at all times.,5,July 2022
"It was our first ever boracay trip and our overall experience was definitely amazing & a memorable one! Thanks to Savoy for being our home during our stay. Savoy made sure that our family feels welcome and safe. All staffs are very accommodating and respectful, they greet every time they see guests with a smile and bow. They even greet their co-workers as well, just goes to show how they value anyone’s presence. They provide a lot of amenities & activities for you to enjoy and they also offer shuttle services too for when you want to experience other activities outside or explore new places. Hotel design is also very classy + food is great! Morning buffets are my favorite :)  There was also one night where I have to study (although their lounge was already closed that time),…",5,July 2022
"Thank you so much Savoy Hotel Boracay for giving us an unforgetable experience. We were able to have a superb romantic dinner for an affordable price. You had our room set up for 2 days.   There are balloons and kalachuchi flowers on the bed and door during our first day. We had our land activities.   The beach was peaceful, we had it all for ourselves since its raining and lowtide.   Ang babait ng staff, all staff treat the guest equally, they are all polite. Wala ni isang rude sakanila. The drivers even offer if they can take picture habang nasa land tour kami.  They have life guard sa beach side.   During our 2nd day, the day of our romantic dinner, may surprise piece of cake for us. Nakaayos ung room. Tho ung towels and beddings were not changed pero atleast inayos ung…",5,June 2022
"Savoy Boracay gave our family an incredible experience for our first Boracay trip. Their food was satisfying, and they have endless amenities for the whole family. Most importantly, their staff was accommodating and friendly! A wonderful experience to say the least.",5,July 2022
"We stayed as a group (extended family) with an infant for 9 nights. In general the location didn't bother us like others, you just have to plan and book the shuttle 2 or 3 hrs before you want to go to d'mall.   Staff especially by the pool and concierge were excellent. Food however, at the pool was generally slow to arrive and never set the world alight, all rather uninspiring - and as a result we didn't eat at the hotel much.   Housekeeping really wasn't good.  At best, patchy, at worse not acceptable. We had to constantly ask for more water toilet roll and replenishment for the shower gel etc, it was almost as if all we had was a bed making service and they ignored we had an infant.   Breakfast could be improved to cater for healthy diets, skimmed milk etc being routinely…",4,July 2022
"☑️Excellent in customer service ☑️Vibrant and comfortable rooms ☑️Sumptuous Food ☑️Generous in amenities & activities esp. shuttle service ☑️Hospitable staff ☑️Kudos to Mr. Rein, Elmar, Lito, Mhel, Fency & Ma’am Mayflor ☑️ Definitely to come back soon and refer to our friends & family!",5,July 2022
"The hotel was obviously understaffed. Which results to lack of quality of service they can provide. But a big thanks to these employees which gave their best and went an extra mile on providing quality service: Archie from frontdesk, Jayson (who helped us a lot of times) and Sandy from Concierge, Frency from poolside, and Brian (lifeguard). Savoy Hotel Boracay deserves more employees like them.",3,July 2022
It has been an amazing stay here in you hotel. We enjoyed you wonderful amenities and warm hospitality. We love the room. We enjoyed the morning breakfast. We had so much fun and memories. We will definitely recommend it to our family and friends. Thank you.,5,July 2022
"This hotel offers the best sunrise, picturesque view, fantastic amenities and water activities such as kayaking and paddle boarding. What is note-worthy is the friendly staff that made our stay worthwhile. Ms Rachel who catered to our requests as we enjoy our breakfast buffet. She also makes time to chat with guests. Definitely 5-star and worth checking out.",5,July 2022
We will surely recommend Savoy Hotel. The hotel room was clean. Hotel personnels were all approachable.   I would like to commend Kuya Sandy for being a jolly driver and Rachel for hosting our breakfast very well.  Also commend the personnel handling the towels and who assisted us in the game room activity.   It was a whole lot of experience and will surely go back.,5,July 2022
"On the first day of having our vacation going in savoy hotel are so great, specially to the staff who welcomed us nicely. There may be some flaws in different aspect of hotel but it’s only a little, the rest of everything is great. Staying here in the hotel won’t make you feel bored because there is a lot of activities you can enjoy. The food here is so delicious and I must say that all the staff are so kind and lovely specially Ms. Rachel who assisted us. Everything is nice, I would love to go back.",5,July 2022
"We had an amazing experience! It was only an overnight stay but we felt relaxed and refreshed. The hotel staff are all warm, very friendly and accommodating. As we checked in,  Maam Rose and Arnie Flores were all enthusiastic to cater and arrange our room accommodation. We were served with refreshing welcome drinks as we await in the lobby. They were all too happy to serve us.  The pool is inviting, though its a bit gloomy because of the moderate drizzle, yet, my hubby and children enjoyed night swimming. The restaurant is immaculately clean and we lavish ourselves to varied and delectable dishes at dinner and more so breakfast time. The resto staff were also friendly and bubbly.  The whole stay was memorable and we had the special trip to the keyhole. Our special thanks to Mr.…",5,July 2022
"Overall experience is excellent, staff are accommodating. Shuttle service is very good help. Thank you to all Savoy staff especially to  Czarie and Rose from front desk. Housekeeping were also friendly as well as the shuttle drivers.",5,July 2022
"It's a perfect decision to spend our Wedding Anniversary in Savoy Hotel Boracay. The staff were very accomodating, friendly and polite. They went above and beyond  to make our day extra special by giving us a complimentary room arrangement and a Cake for our Anniversary.   They have a lot of amenities and activities to offer  for FREE.  Every guest is equally and fairly served with care and courtesy.  The hotel's beach is exclusive and not crowded compared to other stations.   The Buffet and Service is Excellent!  Overall, our experience was Awesome! Looking forward to our next visit with family or Friends.",5,July 2022
"The Savoy Hotel Boracay was amazing! The staff were all very acommodating, the pool was well maintained and the facilities were topnotch.  If you want a more private hotel, the place is very secluded. The private beach is a plus!",5,July 2022
"Thank you Savoy for the wonderful service especially Arnie for being so accommodating. Had a lot of requests and they were able to accommodate all of them. Also, there's a private white beach that is sooooo nice. It's away from the crowd which is what I was aiming for. Sa uulitin!",5,July 2022
"Very approachable and friendly staffs. The breakfast was also excellent . Stores, such as 7-11 is very convenient. The stay was awesome and we will definitely come back. Thank you so much and i hope we can stay here again soon.",5,July 2022
"I stayed here at Savoy for 10 days for a couple of reasons, EXCLUSIVITY since we have our own newcoast beach at Cove 2 to swim at, Cove 3 and Keyhole to take photos with, Party pool to have fun in especially during happy hour and most of all, my corner room with the gorgeous view of sunrise and full moon. I made the right choice with this hotel to spend my BIRTHDAY at. They made an effort as well to make my day extra special by surprising me with balloons and a slice of cake. I also had my WORKCATION at the hotel and their internet connection is excellent. Special shout out to the amazing staff Irish for spoiling me during breakfast and Frency during dinner and happy hour. Archie for the warm welcome. Jaimel for the bike tour. Sandy for the sunrise tour and Mark for driving the…",5,July 2022
"- [ ] This is absolutely our best stay in Boracay. From the welcoming staff to the security near the beach, everyone was so accommodating and friendly. You will surely feel it is your home away from home. They will assist you down to the littlest things. In fact, my sister had hives on her face and the FO associate went to our table and then sent Calamine lotion to our room in just a few minutes. Everyone is so helpful. The security at the beach even volunteered to take our picture. He saw to it that we were comfortable and moved our seats to the shade part.   - [ ] The food is delicious at Savoy Cafe. We love the breakfast buffet, the Binagoongan, Steak and Eggs, Sinigang, Steakhouse burger, Salpicao, Moringa salmon cream, pasta, 6 cheese pizza and even their freshly baked…",5,July 2022
"The fun starts when you start hopping in to Savoy service shuttle driving through the island of Boracay passing all stations to the entrance of newcoast private township. Once arrived a swarm of Savoy team start making your stay not just a vacation but an event! Welcome refreshments, shell made necklace, cold towel, quick check in and a butler-like service to your room.  Its also worth mentioning that each room has its own veranda with an amazing view of the whole property. Either side, the pool areas or at mountain views. They also have a private & secluded beach inside the newcoast w/ fast internet WIFI shared w/ Belmont Hotel and affordable Mercato w/ different varieties of food.    I would like to commend the Front Office team headed by their Managers Mr. Rain, the AFOM &…",5,July 2022
"Very nice hotel and a very accommodating, wonderful staffs you have!  Excellent and delicious buffet!  Unfortunately very expensive pool bar drinks you have and super little time to enjoy the happy hour!",5,July 2022
"Stayed here with a group of friends for several days. The Boracay experience felt new and refreshing given that the resort is located in the island's other side, although a bit quite far from the center. The location has pros and cons. It works for travelers who want to stay away from the noise and buzz of White Beach area. It can be inconvenience for those who wish to be near White Beach. So it's up to the traveler/s and the itinerary.  Recommended for groups/ families with kids. Here are what I personally liked: - Warm customer service by the staff, very responsive - Lots of spaces to run/ jog in - Loved the cold towel and welcome drinks upon arrival  - Private beach!  - Sunrise tour",5,June 2022
"Going to Boracay for business can be quite difficult. Instead of enjoying the sun, sea and sand, you go out for meetings. 😁 But Savoy's location, warm hospitality good food made my stay enjoyable and comfortable. Thank you to their very professional Sales Manager, Jeff Concepcion, who made my stay seamless from reservation to check out. The warm hospitality of their GM, Elmar and Front Office associate, Arnie, is notable as well. I liked the Zumba session while in the pool (I called it swim-ba 🤣) --- very unique and fun!  This hotel is highly recommended!",5,July 2022
Superb and excellent service. I love the ambiance and everything. Will definitely come back again. I love Savoy Boracay. All staff are nice especially the van drivers named Kuya Manny and Kuya Sandy. 👍👌😊,5,July 2022
"Location-wise, this is a good choice if you value privacy a lot. Very clean! Facilities are complete and the staff are accommodating and pleasant. Food is also good! I will definitely come back again when i have the time to visit boracay again.",5,July 2022
Staff are very good and well accomodating. You will love your stay and time while relaxing at the pool bar of the hotel. This place is highly recommended for couples and families.   You will appreciate the view and amenities of the hotel.,5,July 2022
"I would highly recommend. Very friendly management who went above and beyond to make my stay enjoyable. Room was very clean and neat. Great location too. Easy access to the beach, nice and peaceful place. And just to add,  if your hungry there’s a food park by the beach! 😉",5,June 2022
"We had a great stay at Savoy Hotel Boracay , it's private & quite place if you want to relax or unwind yourself you must choose this hotel.Aside from their excellent accomodation, staff & crew were very friendly respectful ,sumptuous food served,good amenities and the most by using their pool & private beach oh !! Whatta chillin' day.When your planning a vacay in Boracay I highly recommend Savoy Hotel New Coast Boracay. See you next holiday Savoy Hotel .Regards from Phils & Netherlands 🇳🇱🇵🇭",5,July 2022
"The hotel is clean and has a nice view of the hotel pool, and a partial view of the ocean from our room on the fourth floor. Breakfast was a delight! They have interesting activities available for guests. The staff is amazing!   Kudos to our masseuse Tina and Cherry...keep up the good work!   Special mention to the hotel staff;   Rose, Customer Service/Front Desk; Brian, Gym/Pool; Haymel, Pool/Bike Tour Guide; Frence,  Pool Bartender; and  Cha, Restaurant staff.   Thank you guys!",5,July 2022
"Great food and amazing staff. It was only a day tour but we had a really good time. Really enjoyed the tuna salad and clubhouse sandwich that we ordered. Next time we visit Boracay, will surely stay at this hotel. It's amenities are a must try. And the location will give you the privacy that you need.",5,July 2022
"it was very clean  and comportable. Location is good, served shittle bus to center every 1hour 30minutes. Its near beach and keyhole. Staffs are kindly, they serviced quick and kindly. Thank you so much.",5,July 2022
Everyone's very welcoming and friendly. Cool amenities and lots of activities to explore within the hotel-resort compound. Private cove beach is so wonderful and peaceful. I'll definitely stay here again.,5,July 2022
The food is great. The hotel service is excellent. This is highly recommended for those who are looking for a perfect get away here in Boracay. This will be your home away from home while experiencing world class hotel service.,5,July 2022
"The staff are the most beautiful thing about this hotel. Everyone was so nice and professional. The pool was very pleasant and the beach, serene. Shuttle service to the main beach was sufficient. Will definitely go back!",5,June 2022
"As I write this review it will be my eight night out of twelve at this fabulous hotel.Every one from reception to house keeping staff are just so friendly and wonderful.The breakfast is first class very good choice,excellent service from all.The shuttle bus service is a great bonus and drivers are very professional.The pool is a great place to relax and again staff are brilliant..special thanks to general manager Elmer Lina for helping my stay to be extra special.",5,July 2022
"Hotel Experience: Superb!  Rooms were big enough for a family of 3 with great view to the sea,y mountain, and pool side. Shuttle service was available to the main beach (S1-S3), and to cove 2 (or their private beach).  Customer Experience: Wonderful... Staffs were very welcoming, hospitable, friendly, and helpful. Special mention to Sir Marlon. From day 1 to day 6 he never failed to assist us and provided everything we need. The most approachable guy. Thank you Sir. Special thanks also to Sir Benjie, you were our kids best buddy in the resort. You made him his staycation worthwhile because of the Gaming room and the pool. He never forget you with that. To other staffs that became our shortwhile friends, Sir Haymel, Sir Cleven, and to Sir Jayson. Thank you so much.  ",5,June 2022
"EVERYONE is so attentive and nice. EXCELLENT service. You will feel VIP! I would definitely recommend this place to everyone, especially if you are with your little ones. Plus, activities are free of charge.",5,June 2022
"its nice to be back again at Savoy hotel boracay after the pandemic😍. From the front desk reception friendly staff esp to kuya Ernie and all the staff working in savoy ,they are very accomodating and friendly... the ambiance is great and since its not crowded we really had a very private moment with my family.The beach and the view in newcoast village is stunning. Highly recommended if u want peace and quiet place but luxury lifestyle in a reasonable price ♥️♥️♥️",5,June 2022
"pizza making  june 29,2022  Savoy hotel boracay  very accomodating staff  thanks kay kuya Arnie for being Nice sa lahat ng guest  from the start sa reception hanggang sa paghatid ng gamit namin sa room and look there is more  for helping bella making pizza this afternoom.. bella had a great time... ang sipag sipag... hahahaha..  1st day p lng feel at home na kme... and kay kuya Jed for watching mga kids sa pool and for helping us also...  keep up the good work👍⭐⭐⭐⭐🌚",5,June 2022
Special thanks to sir june and sir jayson and other savoy hotel drivers. On time shuttle and accommodating staff. Nice place and our room have a nice pool view. Clean room (shout out to room sevice staff),5,June 2022
"Savoy a place perfect for family trip. Beautiful sight of newcoast Boracay, a sumptuous buffet breakfast, spacious and very clean rooms, relaxing swimming pools and most especially a heartwarming hospitality by their Front Office staff(thank you Rose, Andy, Czarie, Arnie , Nathalie ,Jayson and Ms. Issa for the birthday surprise for my daughter and a happy father's day treat for my husband. We really enjoyed our stay......",5,June 2022
The resort was luxury and the staff were so nice and helpful. We had a great time and the buffet was a plus as well. Love the view from our room. We enjoyed the white party and the happy hour cocktails. Definitely will go back soon.,5,June 2022
